id,Main_Category,Is_Successful,Rounds,People,Days,Sub_Category,Content,Keywords,KG_Paths,Explanation
10200142,Criminal,Successful,1,2,1,Injury,"[Name] and [Name] were boyfriend and girlfriend. They had a verbal dispute at 189 Wencheng Road, North District, Tainan City at 6:30 on January 31, 2020. [Name] accidentally hit [Name] on the face, causing [Name] to be injured. [Name] filed an injury report with the Tainan City Third Branch Anzhong Police Station at 23:33 on January 31, 2020. After coordination, both parties agreed to settle.","Quarrel, argument, accidental hit on face, injury, filing a lawsuit, reconciliation",ENTITY_Injury->ENTITY_Injury Dispute->ENTITY_Infringement->ENTITY_Mediation->CASE_10600793->OUTCOME_10600793_Established | ENTITY_Accidental->ENTITY_Injury Dispute->ENTITY_Dispute->ENTITY_Leasing->CASE_10400315->OUTCOME_10400315_Established | ENTITY_accidental->ENTITY_Settlement->CASE_10000446->DETAIL_Injury Dispute->CASE_10100597->OUTCOME_10100597_Established | ENTITY_Accidental->ENTITY_Settlement->ENTITY_Injury Dispute->ENTITY_Injury->CASE_10400186->OUTCOME_10400186_Established | ENTITY_Injury dispute->ENTITY_Inheritance->CASE_10400400->DETAIL_Civil (property)->CASE_10100418->OUTCOME_10100418_Established,"Since the two parties have a high degree of consensus on the terms of settlement, and the two parties have different perceptions of the severity of the injury incident, and the plaintiff has stated that it will no longer pursue criminal liability, it is inferred that mediation will eventually be established."
10200144,Criminal,Successful,5,2,150,Traffic Accident,"At 18:40 on May 19, 2019, [name] was riding a motorcycle owned by [name] with [license plate]. They were involved in a car accident with [name] riding a motorcycle owned by [name] at No. 36, Lane 232, Qingnian Road, East District, Tainan City. Both vehicles were damaged and people were injured.",Motorcycle injured,,
10200145,Criminal,Successful,1,5,1,Defamation,"In early September 101, the claimant went to the gym run by Mr. [Name], Section 2, Zhonghua East Road. Due to some dissatisfaction with each other, the claimant complained to the Tainan City Consumer Protection Officer, but mediation failed. The claimant went online and stated on the Internet that [the company] had insufficient equipment, poor service by company personnel, and scolded customers. Mr. Zaoren believed that [Name] had damaged the company's goodwill, and the two parties had a dispute.",Consumer Gym Complaint Mediation Internet Damage to Goodwill,ENTITY_Consumer Loan->ENTITY_Civil (Property)->ENTITY_Heritage->ENTITY_Dispute->CASE_10200068->OUTCOME_10200068_Established | ENTITY_Network->ENTITY_Injury Dispute->ENTITY_Mediation->ENTITY_Fraud->CASE_10601069->OUTCOME_10601069_Established | ENTITY_Consumer Loan->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_9900538->OUTCOME_9900538_Establishment | ENTITY_District Inspection Referral->ENTITY_Heritage->CASE_10400289->DETAIL_District Inspection Referral->CASE_9900366->OUTCOME_9900366_Establishment | ENTITY_Internet->ENTITY_Injury Dispute->ENTITY_Infringement->ENTITY_Damage Compensation->CASE_10500777->OUTCOME_10500777_Established,"This case involves online damage to goodwill and consumer disputes. The two parties still have differences on the amount and method of compensation. However, considering that both parties have worked hard to cooperate in mediation, and this case is a defamation case referred by the district prosecutor, taking into account social welfare and harmony, it is recommended that mediation be established."
10200146,Criminal,Successful,1,4,1,Traffic Accident,"At about 3:53 on October 10, 2019, the third person [Name] drove a private passenger car with [License Plate] at the intersection of Chenggong Road and Jinhua Road, Section 5, North District, Tainan City, and [Name] drove a private passenger car with [License Plate]. There was a car accident. [Name]’s personal passenger car numbered [License Plate] crashed into a roadside building at No. 562 Chenggong Road, North District, Tainan City, causing damage to the building (owner: [Name]), which made it impossible to operate. The petitioner hereby seeks compensation for the damage to [Name]’s building and business losses.",Private passenger car Tainan car accident loss,,
10200147,Criminal,Successful,1,3,1,Traffic Accident,"At about 3:53 on October 10, 2019, the third person [name] drove his own passenger car with [license plate]. At the intersection of Chenggong Road and Jinhua Road, Section 5, North District, Tainan City, he and [name] drove his own passenger car with [license plate] and had a car accident. [Name] ] [License Plate]’s personal passenger car hit the roadside building at No. 560 Chenggong Road, North District, Tainan City (owner: [Name]) and [License Plate]’s own passenger car. The petitioner is now claiming damages to [Name]’s building and vehicle, as well as damage to the house that prevented it from operating.","Personal-use passenger car, personal-use building next to Tainan, damage to house, damage to business, loss of business",,
10200148,Criminal,Successful,1,4,1,Traffic Accident,"At about 3:53 on October 10, 2019, the third person [name] drove a private passenger car with [license plate] at the intersection of Chenggong Road and Jinhua Road, Section 5, North District, Tainan City, and [name] drove [car] A car accident occurred in a personal passenger car with license plate number]. The personal passenger car with license plate number [name] hit all the buildings of [name] on the roadside at No. 1, Section 5, Jinhua Road, North District, Tainan City. The petitioner is now responsible for the damage to the buildings.",Private passenger car in Tainan. Petitioner damaged.,,
10200153,Civil,Successful,1,3,5,Traffic Accident,"At 4:00 on December 2, 2011, [Name] was driving a personal passenger car with [License Plate]. At the intersection of Guomin Road and Guomin Road 567, South District, Tainan City, he and [Name] were riding a motorcycle with [License Plate] and had a car accident. Both parties' cars were damaged and [Name] was injured.",Private passenger car and motorcycle injured,,
10200161,Criminal,Unsuccessful,3,2,123,Traffic Accident,"At 21:35 on February 19, 2021, [name] drove a passenger car owned by him [license plate] for personal use. At the intersection of Kaiyuan Road and Beiyuan Street in North District, Tainan City, he and [name] drove a passenger car owned by [license plate] for his own use and had a car accident. Both vehicles were damaged and people were injured.","Private passenger car, vehicle damage, personal injury",,
10200165,Criminal,Successful,1,2,1,Traffic Accident,"At 8:50 on January 28, 2019, [Name], riding his motorcycle with [license plate], was involved in a car accident with [Name] riding [name]’s motorcycle with [license plate] at the intersection of Guomin Road and Dacheng Road, Nan District, Tainan City, causing damage to both vehicles and injuries.",Locomotives all happened on both sides and people were injured,,
10200166,Criminal,Successful,3,5,32,Traffic Accident,"At 7:35 on September 27, 101, [Name] was driving a personal passenger car owned by him [license plate]. At the intersection of Haian Road and Wencheng 2nd Street, North District, Tainan City, he and [name] were riding a motorcycle owned by [name] [license plate] and had a car accident. Both parties' cars were damaged and [name] was injured.","Private passenger car, motorcycle, vehicle damage, injury",,
10200178,Criminal,Successful,2,4,37,Defamation,"[Name], [Name], and [Name] are neighbors. At about 20:50 on November 12, 2019, they were in the arcade of [Name]’s residence at No. 81, Lane 174, Daxing Street, North District, Tainan City. They got into trouble over a minor incident, and [Name] unexpectedly Insulting [name], [name], etc. with words such as ""It's useless to live with animals"", ""I told you to die, will you die too?"". [Name] was sued for public insult. The Prosecutor's Office of the Tainan District Court in Taiwan referred the case for mediation.","Neighbors openly insulted, filed a complaint, referred to mediation",ENTITY_complaint->ENTITY_civil (property)->ENTITY_inheritance->ENTITY_infringement->CASE_9900268->OUTCOME_9900268_not established | ENTITY_neighbor->ENTITY_referral for mediation->ENTITY_loan->CASE_10100621->OUTCOME_10100621_not established | ENTITY_Complaint->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_10400464->OUTCOME_10400464_Not Established | ENTITY_Complaint->ENTITY_Civil (Property)->ENTITY_Land and Buildings->ENTITY_Residents->CASE_10300163->OUTCOME_10300163_Not Established | ENTITY_Complaint->ENTITY_Civil (Property)->ENTITY_Heritage->ENTITY_Dispute->CASE_10200002->OUTCOME_10200002_Not established,"Due to differences in perception between neighbors regarding public insults, the two parties were unable to reach a consensus on the amount of compensation, resulting in mediation failure."
10200181,Criminal,Successful,2,2,57,Traffic Accident,"At 8:50 on December 15, 2019, [Name] was driving a personal passenger car owned by [Name] with [license plate]. At the entrance of Lane 140, Section 3, Linsen Road, North District, Tainan City, he and [Name] were riding a motorcycle owned by [name] with [license plate] and they had a car accident. Both parties' cars were damaged and [name] was injured.",Personal passenger car driving motorcycle injured,,
10200208,Civil,Unsuccessful,2,4,13,Sales & Lease,"The petitioner commissioned Dui Zao [name] to produce feed on an OEM basis. The products produced became moldy on February 22, 2020. After informing Dui Zao in May 2011, Dui Zao did not actively deal with the matter, and the two parties had a dispute over compensation.","OEM production, feed mold, compensation, disputes",ENTITY_Sale and Lease->ENTITY_Civil (Property)->ENTITY_Mediation->CASE_10400396->OUTCOME_10400396_Established | ENTITY_District Prosecutor’s Referral->ENTITY_Heritage->CASE_10400400->DETAIL_Civil (Property)->CASE_9900051->OUTCOME_9900051_Established | ENTITY_feed->ENTITY_sale and lease->ENTITY_civil (property)->ENTITY_replacement->CASE_10600413->OUTCOME_10600413_established | ENTITY_feed->ENTITY_sale and lease->ENTITY_civil (property)->ENTITY_repair->CASE_10100689->OUTCOME_10100689_established | ENTITY_Moldy->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Damage->CASE_10400611->OUTCOME_10400611_Established,"Since there is still a gap in the consensus between the two parties on the amount of compensation, and the details of the OEM production process have yet to be clarified, the final result of this mediation is not expected to be established."
10200227,Criminal,Successful,1,3,8,Traffic Accident,"At 7:58 on November 6, 2011, [Name], riding a motorcycle owned by him [license plate], had a car accident with [Name] riding a motorcycle owned by him [license plate] at No. 27-57, Lane 746, Park Road, North District, Tainan City. Both parties' cars were damaged and both parties were injured.",Motorcycle damage and injury,,
10200228,Civil,Unsuccessful,1,3,3,Land & Building,"Regarding the land located at No. 371-4, Dongxing Section, Tainan City, on May 25, 1976, the owner [name] and [name] of the adjacent land (No. 378, Dongxing Section, Tainan City) reached a mediation agreement (Tainan City West District Mediation Committee Poll No. 73, 2016). The two parties were willing to set back 90 centimeters from the adjacent land boundary to create a passage. Now the people are purchasing land No. 378, Dongxing Section, Tainan City, but they are unwilling to retreat 90 centimeters.",Land Title Mediation Agreement Setback Access Land Purchase,ENTITY_Land and buildings->ENTITY_civil (property)->ENTITY_debt->ENTITY_turnover->CASE_10100149->OUTCOME_10100149_not established | ENTITY_Land and Buildings->ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Inspection Referral->CASE_9800219->OUTCOME_9800219_Not Established | ENTITY_Civil (Property)->ENTITY_Heritage->ENTITY_Transfer->ENTITY_Delivery->CASE_9900264->OUTCOME_9900264_Not established | ENTITY_Land and buildings->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Return->CASE_10000119->OUTCOME_10000119_Not established | ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_10000064->OUTCOME_10000064_Not established,"Since the gap between the two parties' understanding of land ownership and setback space is too large, and there is no consensus on the land purchase, the mediation will eventually be declared unsuccessful due to failure to reach an agreement."
